step,temperature_before,temperature,workload,cooling,action,energy,reward,reward/total,reward/energy_penalty,reward/temp_penalty,reward/stability_bonus
49,21.686518391290956,21.095823664431734,1.3643509104692637,1,1,72.0,-13.098478998746211,-13.0985,-14.4,0.0,1.3015
50,21.095823664431734,21.39233655177987,0.9883762911604527,0,0,72.0,-13.07466982780334,-13.0747,-14.4,0.0,1.3253
51,21.39233655177987,20.808687775242433,1.387837411541878,1,1,74.0,-13.521603677872026,-13.5216,-14.8,0.0,1.2784
52,20.808687775242433,21.165011261665622,1.1877449547439705,0,0,74.0,-13.4929162846278,-13.4929,-14.8,0.0,1.3071
53,21.165011261665622,21.081915761484144,3.056348332728409,1,1,76.0,-13.89959767913034,-13.8996,-15.2,0.0,1.3004
54,21.081915761484144,20.80219005117791,2.400914298979214,1,1,78.0,-14.322127612637374,-14.3221,-15.6,0.0,1.2779
55,20.80219005117791,21.258734436895157,1.5218146190574875,0,0,78.0,-14.285387568514249,-14.2854,-15.6,0.0,1.3146
56,21.258734436895157,20.89971246632513,2.1365934314332446,1,1,80.0,-14.71426677130828,-14.7143,-16.0,0.0,1.2857
57,20.89971246632513,21.881934491277537,3.274073416508017,0,0,80.0,-14.6355668253999,-14.6356,-16.0,0.0,1.3644
58,21.881934491277537,20.985522762031366,3.678627569179425,2,2,84.0,-15.507355198375626,-15.5074,-16.8,0.0,1.2926
59,20.985522762031366,22.289707195817435,4.347281445953564,0,0,84.0,-15.403256087106373,-15.4033,-16.8,0.0,1.3967
60,22.289707195817435,21.93621442418962,5.488357427907293,2,2,88.0,-16.231250985137624,-16.2313,-17.6,0.0,1.3687
61,21.93621442418962,21.560155058317896,5.41313544709425,2,2,92.0,-17.061233801191822,-17.0612,-18.4,0.0,1.3388
62,21.560155058317896,20.842585548492817,4.274768300583069,2,2,96.0,-17.91887079185642,-17.9189,-19.2,0.0,1.2811
63,20.842585548492817,19.997317667071247,3.8491070619280983,2,2,100.0,-18.787155602860533,-18.7872,-20.0,0.0,1.2128
64,19.997317667071247,21.380744767405655,4.611423667781359,0,0,100.0,-18.675599025386934,-18.6756,-20.0,0.0,1.3244
65,21.380744767405655,20.417689050281275,3.456480942918729,2,2,104.0,-19.553168642287222,-19.5532,-20.8,0.0,1.2468
66,20.417689050281275,21.462680850145837,3.483305999548538,0,0,104.0,-19.469034076857653,-19.469,-20.8,0.0,1.331
67,21.462680850145837,20.568449616252494,3.685895887022187,2,2,108.0,-20.34098994196176,-20.341,-21.6,0.0,1.259
68,20.568449616252494,21.598476262803867,3.4334221551712507,0,0,108.0,-20.258170198269134,-20.2582,-21.6,0.0,1.3418
69,21.598476262803867,20.802174586083584,4.012327744265728,2,2,112.0,-21.122128859673182,-21.1221,-22.4,0.0,1.2779
70,20.802174586083584,22.14526004732968,4.476951537486981,0,0,112.0,-21.01467116454361,-21.0147,-22.4,0.0,1.3853
71,22.14526004732968,22.04548355263195,6.334078351007566,2,2,116.0,-21.822576167685273,-21.8226,-23.2,0.0,1.3774
72,22.04548355263195,22.094499322199773,6.830052565226074,2,2,120.0,-22.618690805479247,-22.6187,-24.0,0.0,1.3813
73,22.094499322199773,21.99725826169326,6.342529798311625,2,2,124.0,-23.426402518971415,-23.4264,-24.8,0.0,1.3736
74,21.99725826169326,21.76518577902658,5.8930917244444005,2,2,128.0,-24.244863682133634,-24.2449,-25.6,0.0,1.3551
75,21.76518577902658,21.333533832061818,5.227826843450796,2,2,132.0,-25.079384876747543,-25.0794,-26.4,0.0,1.3206
76,21.333533832061818,21.130427539452853,5.989645691303452,2,2,136.0,-25.89569632843015,-25.8957,-27.2,0.0,1.3043
77,21.130427539452853,20.7912813664886,5.5361794234524915,2,2,140.0,-26.723007274983008,-26.723,-28.0,0.0,1.277
78,20.7912813664886,20.435272607836204,5.479970804492013,2,2,144.0,-27.551747807059805,-27.5517,-28.8,0.0,1.2483
79,20.435272607836204,20.25909647781333,6.079412899923753,2,2,148.0,-28.365987445675014,-28.366,-29.6,0.0,1.234
80,20.25909647781333,19.90928923003412,5.5006425074026275,2,2,152.0,-29.194274439704383,-29.1943,-30.4,0.0,1.2057
81,19.90928923003412,19.489004070986656,5.265716136508453,2,2,156.0,-30.028247459844266,-30.0282,-31.2,0.0,1.1718
82,19.489004070986656,18.62681020819425,3.7926871240253197,2,2,160.0,-30.897686822293945,-30.8977,-32.0,0.0,1.1023
83,18.62681020819425,19.504821476832554,2.926704228794349,0,0,160.0,-30.82696971682842,-30.827,-32.0,0.0,1.173
84,19.504821476832554,19.246576006544814,2.4725150990408693,1,1,162.0,-31.24781807021509,-31.2478,-32.4,0.0,1.1522
85,19.246576006544814,20.088113173501075,2.8051238898542064,0,0,162.0,-31.179812983822508,-31.1798,-32.4,0.0,1.2202
86,20.088113173501075,20.21608872584373,3.759918507808844,1,1,164.0,-31.569464635447353,-31.5695,-32.8,0.0,1.2305
87,20.21608872584373,20.33963224302709,3.745145057277875,1,1,166.0,-31.959477084679914,-31.9595,-33.2,0.0,1.2405
88,20.33963224302709,20.525903187218404,3.954236480637717,1,1,168.0,-32.3444260687403,-32.3444,-33.6,0.0,1.2556
89,20.525903187218404,20.752486779861055,4.088611975475502,1,1,170.0,-32.726136176027424,-32.7261,-34.0,0.0,1.2739
90,20.752486779861055,20.23940823973257,4.956404866238385,2,2,174.0,-33.56757920607197,-33.5676,-34.8,0.0,1.2324
91,20.23940823973257,19.940734947301255,5.67108902522895,2,2,178.0,-34.391731465194994,-34.3917,-35.6,0.0,1.2083
92,19.940734947301255,19.70774805056775,5.890043677554984,2,2,182.0,-35.21057034039128,-35.2106,-36.4,0.0,1.1894
93,19.70774805056775,19.23213452100737,5.081288234798734,2,2,186.0,-36.04898301340263,-36.049,-37.2,0.0,1.151
94,19.23213452100737,18.973333466889695,5.80399648627441,2,2,190.0,-36.86983863361342,-36.8698,-38.0,0.0,1.1302
95,18.973333466889695,18.805983723481397,6.108834188639012,2,2,194.0,-37.68329997586315,-37.6833,-38.8,0.0,1.1167
96,18.805983723481397,18.933099952004515,7.090387428410388,2,2,198.0,-38.473076888019584,-38.4731,-39.6,0.0,1.1269
97,18.933099952004515,19.05303859828414,7.066462154265417,2,2,202.0,-39.263420090218155,-39.2634,-40.4,0.0,1.1366
98,19.05303859828414,19.641721466439886,8.628942893852493,2,2,206.0,-40.01590745933836,-40.0159,-41.2,0.0,1.1841
99,19.641721466439886,20.144274012918395,8.341841821595034,2,2,210.0,-40.775271492929356,-40.7753,-42.0,0.0,1.2247
